run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,measured_rows,row_sampling,row_sample_seed,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_channel_bits,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_channel_bits,correction_energy_rank90,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_information_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,base_head_error_alignment,base_head_hidden_alignment,total_correction_channel_bits,within_between_energy_ratio,within_example_channel_bits,lora_correction_channel_bits,lora_correction_effective_rank,lora_layer_energy_centroid,lora_layer_energy_entropy
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s33__81c9f492c9,qwen25_xbrl_div_18,qwen25_7b_base,xbrl_div_18,33,16,4,all,3000,3000,256,uniform,271828,0.44385706645692385,True,0.6382432842235869,2865.0,0.6926034838543274,8.846482662205277,93.67578336519571,1793.5046559435978,8.444090197094779,0.5570359616540372,10.724739142894254,0.1809059222207151,0.7320485343448501,0.20339093158517269,1.6256175489134868,12,47.51323912929468,27.802707732450592,48.57608817385027,28.83518102599111,23.164496457043604,1.516796510899355,10,22.281187460372117,129.71607484482843,125.66637162832592,1147.129037059583,113.56184004903827,41.84953233626226,292.52651352215685,342.11684329894916,30.18805638252394,0.17360827616964253,0.03246945311406712,2.8379237605374064,0.3707078367801394,0.9883732412827049,11.087769475296405,0.24086468565383004,0.5076045084620538,0.916837974210428,0.0003204071578077728,0.027996660742485885,9.478352524035332,9.552901662696218,9.521075573917436,1.6616344195866126,18.948479033949372,0.5306286306347684,0.9818457647346438
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s11__aa44904294,qwen25_xbrl_div_30,qwen25_7b_base,xbrl_div_30,11,16,4,all,3000,3000,256,uniform,271828,0.508167332783262,True,0.7412339849078199,2861.0,0.680498249217635,9.711127501787516,96.93838556364683,1784.8290110308958,8.694951684008648,0.5465373079205165,10.579786856077899,0.2723976494480309,0.7326716037152684,0.18676560281437563,1.6288357671143359,12,47.60081004066756,27.868617013963032,48.29665136522138,28.562389226411167,25.25256059443223,1.5346695860882047,11,24.735928548971096,128.48323179019152,125.4031535358042,1157.095744177429,116.91081115422075,44.11322853951839,252.74441123312158,297.07046528564103,31.820968025782335,0.15844050340518256,0.033207718922099685,3.0863000918300636,0.3619005874792208,0.9855565928084795,11.856455087653234,0.0005355766208193393,0.5059650086376188,0.9123818525519849,0.0003190130516450543,0.029813395589031885,9.675884414943393,9.373853709619729,9.719729478919538,1.6549804516260482,18.016373302495925,0.5088540032023512,0.9838352166293384
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s22__011d6c980e,qwen25_xbrl_div_30,qwen25_7b_base,xbrl_div_30,22,16,4,all,3000,3000,256,uniform,271828,0.42191786327683134,True,0.6916306029993534,2860.0,0.7033143306034617,9.411774618207716,94.10778709571134,1810.622855924856,8.630585957368801,0.5727974283363437,10.853384761915798,0.15533380424497106,0.7319455486264943,0.17979237396567707,1.6363687720486046,12,47.568064821778975,27.752228206924006,48.065944131947354,28.207872994495865,24.047346113507523,1.5285098221937763,11,23.55659503287996,126.31441695360344,123.63343857025365,1168.987997382476,112.91519690606955,43.06927688652485,269.04171582972776,324.2088938849399,31.067916089431527,0.1563588271013988,0.03489818188076348,2.989227352622802,0.34384791956588534,0.9916045455779355,12.445969011502886,0.3057326874327645,0.51746424298973,0.9184328837508028,0.0003234722212508017,0.029874648108080076,9.425952066845944,9.507543204910661,9.452949335415713,1.6475332751415175,17.18024145933105,0.5030900657134446,0.9846375490008624
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s33__350b4fdf87,qwen25_xbrl_div_30,qwen25_7b_base,xbrl_div_30,33,16,4,all,3000,3000,256,uniform,271828,0.47751661392344485,True,0.6325576414719728,2835.0,0.6672126976773143,7.919202378234445,94.25293440915712,1920.7960786709668,7.875409212069419,0.5388311895003426,10.389317018743743,0.22282769498490473,0.7326091678376909,0.2071235000444101,1.6133913949064755,12,46.47857210291387,26.686568012978324,47.71882102080036,27.8255122367475,22.494483766135552,1.4773590575605258,10,21.434298341036637,127.38447019921466,122.81834516093787,1167.272627198858,111.35794939510913,40.85624398754933,328.4773779797022,392.3550748417733,29.471550295093472,0.18608704709727306,0.030130476576402974,3.63337372697283,0.3453850416097768,0.9829767581100084,12.321129406661,0.3586792507227604,0.5066630245002328,0.9177505380368672,0.0003083981891332455,0.02989545314016425,9.280097561527231,8.842570709483883,9.336460323002195,1.6353943993153721,16.59642147786576,0.518170671131893,0.982054619194255
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s11__5efee976cd,qwen25_xbrl_tags,qwen25_7b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.449072836970889,True,0.7449737436952788,2861.0,0.64010652989964,11.782382793024826,93.27957688695449,1443.5872866702794,9.000382892061067,0.5161319119360996,10.757850251912096,0.15619095174037984,0.731812165000201,0.19070473555396023,1.6358816972332197,12,47.7648016178965,27.89648879473338,48.2212653235531,28.35885142845258,26.78802931202365,1.5958384377432262,12,26.56910746151391,185.7423848177822,180.36150653572258,1385.015088449188,173.13694688782718,46.26038580295781,181.07171812874992,222.7146284385166,33.36981459376872,0.14810926782357572,0.03458965403823563,3.087550103943929,0.3346139110497077,0.9867901003871012,11.739903245122553,0.16976182123779604,0.5280203535118776,0.917047740991403,0.00030313240090384366,0.02919689118938934,9.599660238180586,10.502965949456025,9.60553322576543,1.656865007876359,17.847483244150283,0.5047735947914421,0.9873191955843482
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s22__749657b580,qwen25_xbrl_tags,qwen25_7b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.4779864426656891,True,0.6938735725794088,2860.0,0.6707427883520722,9.18765645877532,96.44635260919591,1759.5695014322143,9.216139474151062,0.5397049019156839,10.76370046108038,0.17980682693228028,0.7315772674817433,0.2078533784959956,1.632843277394836,13,48.227569511956574,28.5359127497803,48.857224617654424,29.162681381315902,24.993726491966534,1.51473755709152,11,24.208344283950677,187.7136269037416,181.86031004372848,1419.866658729351,167.39737631042544,43.61531738815129,261.6697630832826,314.5977979594612,31.46180105134202,0.1553473661569991,0.033942375986156,3.022557671400171,0.32786208527720617,0.9895670041646764,12.124339545554346,0.08330153298244981,0.5240845852491545,0.9167985109353187,0.00029916379035478734,0.028928959499410208,9.443139435162717,9.504655467617535,9.483241242990193,1.6594025803060803,18.72872183377538,0.5159573908680295,0.9835693501982468
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s33__c528e28e16,qwen25_xbrl_tags,qwen25_7b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.4960213337440763,True,0.6640476532190973,2835.0,0.6312435659347102,7.806065521522477,90.83921193489627,1819.5082145728006,8.216561754293839,0.5037404638569569,10.027781882958669,0.1336992267448267,0.7328411711364443,0.1859760972996169,1.6131088649074772,11,45.72419038277964,26.003163938411404,46.70746186649686,26.923883114420892,21.63944807115505,1.4790969389882564,10,20.745524728309164,180.74951837859462,173.337115288818,1385.1855894263344,157.3150705450128,40.14667709932449,307.89656559215484,368.7995244961383,28.95970597968298,0.1818379199928445,0.03043423048582665,3.776560279288806,0.3855628602046368,0.9843705495694257,12.651546239029289,0.05429928860226398,0.5366028477666547,0.918619913744609,0.0003080246252611487,0.029432056714964357,9.24314800363306,9.09780287108582,9.300826397364247,1.6294076656089116,15.840638407698565,0.5092177185692834,0.9829248103509896
qwen3-natural__qwen3-8b-base__kind-code__all-linear-r16__s11__931f68c3b6,qwen3_natural,qwen3_8b_base,kind_code,11,16,4,all,8000,8000,256,uniform,271828,0.8726827958868583,True,0.11759374915447451,88571.0,1.7919391750816316,35.451573428808196,158.60569857828338,1057.1253486946023,14.678538742776517,1.3616789545095156,28.356609125357576,0.427445995984332,0.7015128419142419,0.5488985555661919,1.7207902990793407,30,79.27663259695481,75.20801389608299,83.02963505723064,82.49028311838828,76.6908330383235,1.7223758993632057,29,71.36512723207768,421.0983834357046,403.14261678111063,2010.2954681952424,390.1756275354533,77.91650100652447,112.3331958792941,72.576650314442,56.20487480276639,0.11976009935055308,0.08147889803790698,22.891599780844427,0.0027243294707320898,0.5317249519287222,-0.08002447581165598,0.030415244724816205,0.27840713540668577,0.23248314743803933,0.00022600359326347435,0.05535655402772996,11.323430861564166,30.50251723124577,11.325452869125842,1.6966112214817863,51.2525687652914,0.5482389055867928,0.8964191273122882
qwen3-natural__qwen3-8b-base__kind-code__all-linear-r16__s22__3f86ea3e69,qwen3_natural,qwen3_8b_base,kind_code,22,16,4,all,8000,8000,256,uniform,271828,0.8561032416417514,True,0.11922607567487353,89310.0,1.7424287304878234,34.997159136603074,157.6082805355818,1053.4289881950426,16.691717218322992,1.3324668600559235,28.910404730868365,0.4248289576885762,0.7008957891123491,0.5100066778381481,1.7027999027957867,30,78.72083941592463,74.57937012759481,83.22730467689354,83.19519012874542,77.23224031725874,1.7054307550469032,29,70.69869652991875,420.97847423149005,399.8884666542585,1990.5141958009108,386.92678499529023,77.47723780961638,130.89008422330528,87.7810890896766,55.888013384854226,0.13750042712815447,0.07644425125747169,24.145782397980394,-0.001186428604321721,0.5393551049644603,-0.035933537908362886,0.1062538310045996,0.14503188669143185,0.23362118595279213,0.00022239585167843604,0.058029211276158364,11.333774796102995,30.037025124564302,11.336220678317572,1.63836818580004,39.13830943023084,0.5477670331651928,0.9051025965374796
qwen3-natural__qwen3-8b-base__kind-code__all-linear-r16__s33__a42fe7cbc9,qwen3_natural,qwen3_8b_base,kind_code,33,16,4,all,8000,8000,256,uniform,271828,0.8282382547713492,True,0.11493387263950083,94024.0,1.7235346069702735,35.72104492443184,155.57199208981456,997.3232593950471,16.316257698268977,1.3196952995742381,28.514491402848194,0.4119424853148704,0.7012113966806297,0.5075805338049945,1.6885639898105755,30,79.00087245894821,76.96772974083308,82.9238410788426,84.7016427818397,78.84082853995106,1.6894166065078555,29,72.97732231500979,423.02743762043485,404.65592248322224,1967.0134652153397,390.95850026463404,77.60855890091443,111.43417180036887,75.10721621636618,55.98274152844414,0.12384947343665725,0.0831462026705038,23.892571526114892,0.002125690375513245,0.5318998224608216,-0.005317935582349337,0.10359210883256875,2.979231682142641,0.2235758954872954,0.00021744734455210712,0.057306944780047636,11.31973032782334,31.510444603304336,11.320513657477807,1.6325783337825968,42.54590687270436,0.543882067679507,0.9010479727134236
qwen3-natural__qwen3-8b-base__kind-dialogue__all-linear-r16__s11__fc936b3717,qwen3_natural,qwen3_8b_base,kind_dialogue,11,16,4,all,7998,7998,256,uniform,271828,1.1633672709418312,True,0.2999285681090922,16263.0,3.0625773827313436,27.987906647564152,246.12831139448434,3835.5018865548873,23.07025790281268,2.1247895308162854,28.005594456947723,0.9542536524072831,0.702018695026971,2.9220395631877514,1.7409648208734614,28,77.9623197768631,68.2174238402725,79.34852546986986,70.57532681595393,59.79832297590326,1.7009542321927804,26,57.701591072924565,394.2637650691157,386.9048079217264,2243.555235249609,336.0352604792579,70.79087643224436,246.19237743237866,80.7901946648805,51.06482318449117,0.05802975108141845,0.09915533892424878,16.435412989270908,0.028929545701167902,0.5256472090646305,0.33795965632740127,0.12654861230570258,0.5498227699561282,0.3539926495155362,0.00020131151363589139,0.05150236365038345,11.398536790644798,23.401301676593437,11.398044742230027,1.740045843234495,50.160344126913984,0.5061476015628359,0.8585574954594434
qwen3-natural__qwen3-8b-base__kind-dialogue__all-linear-r16__s22__1d206d5387,qwen3_natural,qwen3_8b_base,kind_dialogue,22,16,4,all,7997,7997,256,uniform,271828,1.0410119816300318,True,0.2731157696654578,16867.0,3.012301575436312,34.23617391394832,240.0191277217653,2990.5917815592875,25.245618605736265,2.0771888739922466,28.46233207416583,0.8507796228946254,0.7022428648832155,2.5761095878843046,1.7582868498714066,29,79.77929549119652,71.34020038778159,80.94181310899583,73.43940923972004,66.56653395652482,1.745373533211452,28,64.65394102352555,406.04326016563425,399.76196363693884,2253.686132691155,366.240408409766,76.07467642939727,157.77759363770676,51.93132184616247,54.87627921096198,0.04987260529090734,0.10418230631939653,24.35645154923375,0.005884756562410831,0.49973093531093726,0.085560898600529,0.07717035065810927,0.5351901504586756,0.3506045249590998,0.0002029590349857031,0.06374567621098706,11.433293218523986,25.452328793261465,11.431397095999115,1.7608661126437897,58.84423504581947,0.5429585231735385,0.8412414312793612
qwen3-natural__qwen3-8b-base__kind-dialogue__all-linear-r16__s33__599936fc85,qwen3_natural,qwen3_8b_base,kind_dialogue,33,16,4,all,7999,7999,256,uniform,271828,1.034675250093012,True,0.2786601777893525,17218.0,2.969277974086649,30.880882726910684,238.10008689314134,3260.143981254714,23.73953002580298,2.0567464603220715,27.349686828496992,0.9475877269902959,0.702742658736625,2.5215926042481738,1.7531784294259039,28,78.0668682713364,68.13588814147847,79.14707092201166,70.0631460879358,62.21234314456029,1.7320677162740004,27,60.50904298204874,394.09283999271554,387.8682533161704,2244.0495247204294,349.8836813911076,73.16856829428909,177.2472942826347,59.283300362814636,52.77996531355816,0.05143786673339477,0.09733017977071591,19.173139123796012,0.008568280168552711,0.5188693043165217,0.1075195086859201,0.12878337381522564,0.7203458301517861,0.3543676395289298,0.0002081643207446195,0.058642383592027975,11.427793763458801,23.79364875718297,11.4299165927689,1.743986569244102,51.551157668449676,0.5257075455768492,0.8492094188093967
qwen3-natural__qwen3-8b-base__kind-instruct__all-linear-r16__s11__00f225742b,qwen3_natural,qwen3_8b_base,kind_instruct,11,16,4,all,8000,8000,256,uniform,271828,0.8849860722724262,True,0.2310607018223083,13769.0,1.956917857285589,26.824779202102643,219.1600273816282,2930.1355923787205,19.778268792995167,1.4299550759315025,28.116397734440138,1.056854094331545,0.7073692396040471,3.77131037760832,1.7660613383407224,30,81.12321147610324,75.34877253069686,81.92967840881653,77.18077249383823,57.87657007600523,1.7131931805125893,26,56.91484074298894,418.0700476731496,413.5344088280783,2194.0673985807753,337.20284523209614,70.27928334191698,99.02858959561155,51.707056925269754,50.695786777306985,0.03758537173448129,0.10561948965510805,19.572034065007536,0.006045690067484566,0.5060907867550667,0.0023689491951421372,-0.0589333409961031,24.09088211065466,0.3545799815998679,0.00022028345827967207,0.05571548696942421,11.505658661988774,23.977680771323058,11.504832951388003,1.6538027570649976,23.59302219017989,0.42036541745493605,0.9122888355205532
qwen3-natural__qwen3-8b-base__kind-instruct__all-linear-r16__s22__6bc938f98e,qwen3_natural,qwen3_8b_base,kind_instruct,22,16,4,all,8000,8000,256,uniform,271828,0.8700887545198729,True,0.2384293890407263,16164.0,2.018757752259262,26.37531585209837,231.71706266524487,3303.6330891346724,18.09448489116688,1.473154200859426,28.09705761340293,1.3313012103502222,0.7092850447861234,3.889545901696203,1.7671239797571456,30,81.9343355194442,77.87255117055705,82.54802502265824,79.31628819255866,58.22905075235021,1.7082220218937263,26,57.28297904140696,423.7016047953526,420.33121188944136,2219.940162252392,337.76231819971053,70.2002629037811,106.00477438972575,53.682798498828234,50.63878558019323,0.03067285829682293,0.1071884219028929,20.352744520850905,0.043997260433790264,0.5037895628278699,0.2093594421908535,-0.07151127965121988,0.5198913910722271,0.3301520310776461,0.00021714172841543055,0.05419218530612786,11.54847660618514,22.266902674465573,11.550823541227427,1.6566720878916128,23.943808412635196,0.4281630542363303,0.9165816304103759
qwen3-natural__qwen3-8b-base__kind-instruct__all-linear-r16__s33__7151d296b9,qwen3_natural,qwen3_8b_base,kind_instruct,33,16,4,all,8000,8000,256,uniform,271828,0.7494327070153683,True,0.23569628782691598,15951.0,1.8800206452724524,24.20030495896227,220.4250986703305,3498.266313588443,19.20523402361869,1.3600375787355006,27.500988415236044,1.051120677823433,0.7068553504447032,3.530024433337414,1.7620114684270856,29,79.5384721944678,71.31180018889981,80.40766027966802,73.12002240625152,53.09379729498462,1.698194638055115,24,52.22970474000684,405.65525929063176,400.5930587794553,2185.8275894214303,313.2974791390765,67.1834404054427,133.90657231582205,70.6412836338627,48.46260815139569,0.04174636955004889,0.09989163304044305,18.328979654652166,0.041729998867225726,0.5287666682893433,0.19251212623135394,0.13604149878361735,0.36034356973041143,0.33556551055281025,0.00020682391808786126,0.05765123246808559,11.474006797297893,22.095828271337055,11.476660668070505,1.6253655894066286,20.39300368260961,0.44588209046755783,0.9106426231283731
qwen3-natural__qwen3-8b-base__kind-summary__all-linear-r16__s11__d344c8d5ea,qwen3_natural,qwen3_8b_base,kind_summary,11,16,4,all,8000,8000,256,uniform,271828,0.6185401361877625,True,0.4555783649813412,6503.0,2.4790099980467457,36.58683081262206,208.64171584054,2096.4095175079474,29.440327151879778,1.828147829589197,28.69945362847848,0.6645075699466079,0.7020324669238457,3.514176539356138,1.6367038319485026,29,76.74019245454679,70.18009202269872,77.03276540794488,70.70727441330143,65.95318977634246,1.6313732946589925,28,65.4751164122376,397.2692797086448,395.68998483719764,2068.0191420448436,374.2728081174391,74.34937121385487,44.11722930848187,19.067398638015273,53.631734571720536,0.020777900648323813,0.12126462182456152,21.394265469034206,0.0026345653438932803,0.47147239658523493,0.009041713825060584,0.07465951321711772,1.283405253185407,0.46311140800118755,0.00024508955493351655,0.050564244594410925,11.509434910104881,23.690842485447295,11.507636965367178,1.6163393177869327,71.74263631670479,0.45049299742210813,0.906577350755441
qwen3-natural__qwen3-8b-base__kind-summary__all-linear-r16__s22__a8a85e0897,qwen3_natural,qwen3_8b_base,kind_summary,22,16,4,all,8000,8000,256,uniform,271828,0.7269615314820871,True,0.46384769694676065,6679.0,2.3089692047957717,35.797644370336364,198.45982239818835,1859.2796359831323,30.4118054881253,1.7077657986303856,28.362542535075704,0.38389176378954754,0.7017993735370832,3.117183146224659,1.6089098066048857,29,76.0586752904081,70.59012006014119,76.27560377625795,71.09053168812048,65.73730684678246,1.6005000452390248,28,65.42153112333727,397.9110783663158,396.3820182585324,2019.020910194866,376.51809294199813,73.43797581783332,36.487904989120636,16.801739895719898,52.97430176265588,0.021266636612077224,0.12097026493505982,22.539886818410334,0.0010162988850702659,0.4713005589171679,0.03474462450211771,0.092084857504377,0.29720755842299695,0.4575408226351966,0.00024153397059546036,0.05357331247393193,11.492329538864205,25.125348000922898,11.491897566572671,1.5772381841978171,69.48065454927759,0.4628544428035531,0.9034941620309728
qwen3-natural__qwen3-8b-base__kind-summary__all-linear-r16__s33__770fdb120b,qwen3_natural,qwen3_8b_base,kind_summary,33,16,4,all,8000,8000,256,uniform,271828,0.5649563102266123,True,0.4157971573339756,6392.0,2.4345897028588843,37.17255708195488,201.5935337552707,1890.65066511757,30.532556970246954,1.8197005663672063,28.278045607410956,0.36045532363497973,0.7015771267636965,3.461698901015846,1.6219997117902614,29,75.96788178719378,69.15527729218086,76.07954030383692,69.36774044869793,66.39769999388956,1.6187461253674646,28,66.21076675083731,392.7175854684841,392.0760744716339,2041.6768017470404,379.9212614962321,74.57907130902264,28.879183173004154,13.035890745462707,53.79742816581567,0.015057946020613111,0.11943938262326097,23.453353497614945,-0.0007215811401242167,0.47603220031357074,0.00859701558639154,0.10646864163428905,1.412406989969669,0.4524451570585234,0.0002459032743173775,0.05481020127565209,11.518633827615119,24.56548927034586,11.518904519209817,1.5860969989180627,69.93444956612471,0.45332612892179447,0.9027327241586952
qwen3-paws__qwen3-8b-base__paws-channel__all-linear-r16__s11__f7cf61ddc7,qwen3_paws,qwen3_8b_base,paws_channel,11,16,4,all,8000,7997,256,uniform,271828,0.19802719361244503,True,3.0466970697422844,512.0,3.207247417420149,2.323220350085649,70.39834566499756,40230.97829071774,13.261318802809322,2.932503655552864,1.4302313862777714,0.14561465272149146,0.6939055092596569,0.00939811527396927,1.2317990929832043,2,12.709659169288258,4.153280366126,10.283287593301406,2.6946784397088637,2.5618395435125247,1.2227586582990715,2,4.051973136208984,38.807872198188306,34.606972597974654,1395.4139689968993,34.37334015535882,12.575244981660882,19392.85941688507,15610.34623647275,9.071121786502989,0.48354093274531734,0.008442932907595834,12.575883722772934,0.1065666432444653,0.9988899218645987,2.3894847819084815,0.12687363680307642,0.514047521972294,0.9637110578568984,0.00010796621685328921,0.0599878065817019,4.136226531977818,1.0675154850768638,3.8637362401891493,,,,
qwen3-paws__qwen3-8b-base__paws-channel__all-linear-r16__s22__d391889898,qwen3_paws,qwen3_8b_base,paws_channel,22,16,4,all,8000,7998,256,uniform,271828,0.2312995654977412,True,3.0799026596837504,512.0,3.1719915121793747,2.3118380013156816,70.99861514678535,39746.59755820598,12.952174371270885,2.8861808804795146,1.3803124755043226,0.11864205341109847,0.6939360411870138,0.009288378210180257,1.2296073281029753,2,12.611152702363098,4.068606873270767,10.17506134871574,2.587331723098376,2.4471972380670985,1.2221049976442326,2,3.9684915819522315,39.055292621002586,34.80395774949293,1399.3720143528174,34.567654130784526,12.48006994861146,18807.930564427945,15121.52959590926,9.002467512404568,0.4765696899764308,0.008464735739163162,11.937828229505428,0.11040652331258494,0.9988760135828598,2.5867710867901166,0.1720573391217807,0.5240854501476606,0.9631399317406143,0.00010885198048483469,0.06371088261842602,4.1073671726966285,1.0642971865572872,3.8411697427823297,,,,
qwen3-paws__qwen3-8b-base__paws-channel__all-linear-r16__s33__afcc6d5894,qwen3_paws,qwen3_8b_base,paws_channel,33,16,4,all,8000,7999,256,uniform,271828,0.20929501578699952,True,3.116154718196251,512.0,3.189766720868647,2.3626886317592106,69.80307705045773,39666.595804825745,12.733286624135078,2.9105193689465523,1.4179161223995116,0.13308506307998538,0.6939183661603113,0.009299994409569724,1.2369286851055408,2,12.719299597671963,4.167055949976122,10.237563664956054,2.6676571380628835,2.530022037524928,1.230596561665781,2,4.075397905052683,38.201192414208336,34.44955742756108,1402.6340141923586,34.274106056366115,12.599107985244313,18472.84726968858,14821.27164373825,9.088335304968256,0.4711344975693057,0.008645723036903953,11.767983082893043,0.112442532371121,0.9989333908619129,2.5910777501333984,0.163513672616032,0.5106390261225956,0.9615646258503401,0.00010644053502824052,0.06075151463133647,4.165450797602293,1.0610519401408804,3.8942158428706453,,,,
qwen3-text-to-sql__qwen3-8b-base__text-to-sql__all-linear-r16__s11__3fcc82277a,qwen3_text_to_sql,qwen3_8b_base,text_to_sql,11,16,4,all,8000,8000,256,uniform,271828,0.8089284301001937,True,0.17327091075561807,7827.0,0.43094548786757514,23.726455232942204,79.8898172042962,356.3837789304059,21.493428179922542,0.31634218429098837,23.046151596218422,0.0830080713701437,0.6987523703260035,0.8362777410039975,1.653636534918968,24,66.33654127207355,53.198307162997125,73.27398131801216,62.667109951219736,60.359643192691365,1.6917938793106682,24,54.05983049047201,339.90402617686686,311.5648186017628,1490.6144903639583,305.3962093750022,67.62551305874925,59.535486177572146,93.81675300528926,48.78149616371469,0.2178409004684049,0.034922919944182,11.580051784160979,0.011226996850131843,0.7310634885627276,0.3006369433909436,0.09029364288087106,0.54618006326046,0.61771814017242,0.0003547115345212602,0.05640942439071984,10.309411336518703,27.697937831715613,10.303427484960753,1.7180262224101193,47.28430651126866,0.486695472405718,0.90227382022166
qwen3-text-to-sql__qwen3-8b-base__text-to-sql__all-linear-r16__s22__0f679508aa,qwen3_text_to_sql,qwen3_8b_base,text_to_sql,22,16,4,all,8000,8000,256,uniform,271828,0.8419193392249854,True,0.18707845033270082,8184.0,0.42313228992861696,22.25231001611553,84.78175831762299,420.46578995329037,20.666021161847212,0.3035297543538036,22.37056490172751,0.06616887548380547,0.6991494960398098,1.0736827026581248,1.6427261780279498,24,65.91078866915117,52.926765728220154,73.0115256897183,62.67298412796242,57.98953706903771,1.6799917382728953,23,52.29829792841893,343.21745079468195,314.58494949860443,1521.4876248589767,301.96470796873416,66.10843675442679,65.19306896619814,98.69402894011638,47.68715693326661,0.21594104876766698,0.03232242837421691,10.180052385063895,-0.0007991435916190337,0.7304759974457333,0.144128866299788,0.06155738101932959,0.564087658941349,0.6048483045806068,0.00033835730692563016,0.06011445253841511,10.387670804318503,26.31254474212217,10.389494687884783,1.6947017111703897,42.45170830039732,0.5118834352351047,0.8853341541756194
qwen3-text-to-sql__qwen3-8b-base__text-to-sql__all-linear-r16__s33__9592e54a4c,qwen3_text_to_sql,qwen3_8b_base,text_to_sql,33,16,4,all,8000,8000,256,uniform,271828,0.720345967152381,True,0.15930567804528206,8309.0,0.38470925952424295,21.29602310670093,80.40504366264786,380.21624808796145,20.154991759024167,0.27313546068035066,22.731250972897683,0.062495889976367756,0.6990982349504142,1.01712588963874,1.6123931324235656,24,64.53454523915237,51.295294785284426,73.5551877627019,63.27751358024442,59.46513853910416,1.6653794959026378,24,52.06619998590649,336.8481330493309,302.4680096706962,1459.4093512012219,295.0694525888894,65.88475796156683,72.31409580083125,115.21788477255394,47.525806790661065,0.2607270965562575,0.02644402547549144,11.576597856913912,0.0144895831017261,0.7461586117069564,0.30888448819947334,0.14189985896372623,0.6828325307119754,0.6172892458862981,0.0003668287247780537,0.056399762491438,10.191193194670204,24.6575699860218,10.189191765797947,1.68112025163329,40.1701822561881,0.5180576576593287,0.8850931391119458
qwen3-xbrl-tags__qwen3-8b-base__xbrl-tags__all-linear-r16__s11__d9a31e2f0a,qwen3_xbrl_tags,qwen3_8b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.5114247632248577,True,0.726292712254625,2861.0,0.6042987438850105,10.393117647816231,63.454118372603624,642.3270990250201,10.62363498909729,0.3603639990615193,11.079898019645077,0.173221058608132,0.7005230700266444,0.09661464369937507,1.5445947593739096,10,42.067636303315446,22.591983266308095,46.42683114631361,26.673196032451486,27.357508102875464,1.570401563963556,11,24.05062752776201,165.4530045100603,150.1146654833147,1059.331418898802,151.47001123121828,43.45387429583978,185.58185385168213,137.19606139763408,31.345344477010226,0.3267113674688873,0.02080384208480647,3.2160076710452805,0.11699759358618533,0.9878419084393671,3.7072324272231323,0.13671732853034305,0.542614501045291,0.917047740991403,0.00028388857869512946,0.06595794264447472,8.592800942520604,13.268480947586413,8.52228984160905,1.6635935493125726,19.813969751730845,0.5579183314063986,0.9252984650700257
qwen3-xbrl-tags__qwen3-8b-base__xbrl-tags__all-linear-r16__s22__84823197f7,qwen3_xbrl_tags,qwen3_8b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.535490444160521,True,0.685431696025237,2860.0,0.6573501504026353,10.165525144908187,65.80329272424686,702.3132599602432,10.971109241768724,0.3937391801882768,11.363681002872552,0.20859932775935638,0.6999578683706215,0.10118264601477142,1.5526929047881055,11,42.698227869735454,23.34653866742453,46.75990790146198,27.18219521523573,27.321474493425107,1.5629801428017946,11,24.074683054498493,166.80200927961883,152.36691952974482,1101.5664254601297,152.24259418024667,43.38517250852463,198.47584363766893,141.62982733105093,31.295786613080338,0.3135340638285711,0.021738437101794066,2.9515550139597373,0.09604129126429073,0.9909985842213345,3.740960803168503,0.1088924502860156,0.5425084431146583,0.9167985109353187,0.00030148802766886604,0.06477711485812618,8.498446152945556,12.992330600043852,8.417797441865174,1.6687619066230481,20.528590856918758,0.5567902326787142,0.9236555880524436
